@relation 'wine-weka.filters.unsupervised.instance.Resample-S0-Z30.0-no-replacement-V-weka.filters.unsupervised.attribute.Remove-R1,9-10'

@attribute volacid numeric
@attribute citricacid numeric
@attribute residualsugar numeric
@attribute chlorides numeric
@attribute freesulfur numeric
@attribute totalsulfur numeric
@attribute density numeric
@attribute alcohol numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10}

@data
0.23,0.32,13.4,0.044,35,169,0.99975,8.8,7
0.19,0.35,1.7,0.036,33,101,0.99315,10.8,7
0.38,0.49,13.6,0.042,58,166,0.99855,9.4,5
0.3,0.3,4.8,0.17,60,166,0.9946,9.4,5
0.33,0,6.5,0.028,34,163,0.9937,9.9,5
0.18,0.46,12.6,0.042,41,143,1,8.5,8
0.28,0.42,14.4,0.04,49,173,0.9994,9,7
0.24,0.29,1.2,0.037,37,97,0.9926,10.1,6
0.26,0.21,4,0.03,24,125,0.9915,10.7,6
0.15,0.29,1.3,0.029,10,64,0.9932,10.1,5
0.26,0.43,6,0.022,22,125,0.9928,11.5,6
0.26,0.31,1.6,0.04,39,173,0.9918,11.4,6
0.3,0.32,2,0.044,34,90,0.99185,11,7
0.26,0.31,1.6,0.04,39,173,0.9918,11.4,6
0.31,0,6.4,0.046,43,166,0.994,9.9,6
0.26,0.3,1,0.036,38,114,0.9928,9.4,5
0.31,0.29,1.4,0.037,33,128,0.9896,12.2,7
0.18,0.28,8.7,0.047,52,242,0.9952,10.5,6
0.29,0.26,1.6,0.044,12,87,0.9923,10.5,6
0.2,0.38,7.9,0.052,30,145,0.9947,11,7
0.19,0.42,1.6,0.047,9,101,0.994,11.1,4
0.23,0.37,9.6,0.054,23,159,0.99795,9.8,4
0.24,0.31,13,0.049,46,217,0.9985,8.8,5
0.18,0.4,1.1,0.04,20,107,0.9923,10.2,7
0.28,0.41,2,0.044,50,152,0.9934,10.7,8
0.27,0.23,2.9,0.047,13,100,0.9936,9.8,5
0.26,0.28,12.5,0.046,80,225,0.99685,10,6
0.28,0.43,13,0.039,64,233,0.99745,8.9,5
0.34,0.28,7.5,0.034,40,197,0.99485,9.7,5
0.415,0.19,1.6,0.039,27,88,0.99265,10,7
0.705,0.25,3.2,0.048,10,57,0.996,9.5,4
0.345,0.26,1.9,0.043,15,134,0.9936,9.5,5
0.17,0.33,1.4,0.028,14,99,0.9928,10.1,6
0.23,0.37,1.3,0.042,39,117,0.9928,10,5
0.345,0.26,1.9,0.043,15,134,0.9936,9.5,5
0.23,0.32,0.9,0.041,25,79,0.9926,10.2,7
0.42,0.36,5,0.037,34,101,0.992,12.3,7
0.22,0.35,17.5,0.039,38,153,0.9994,9,6
0.3,0.25,4.3,0.054,22,111,0.9956,9.2,5
0.19,0.71,1.5,0.152,9,55,0.9927,9.8,6
0.39,0.21,1.7,0.027,15,72,0.9894,12.5,6
0.36,0.34,4.2,0.026,21,77,0.9907,11.9,6
0.41,0.21,1.9,0.05,29,122,0.9928,10.5,6
0.3,0.3,5.2,0.053,45,163,0.9941,10.3,6
0.19,0.33,1.6,0.043,63,149,0.9925,10.8,5
0.27,0.34,1.6,0.046,27,154,0.9927,10.5,6
0.26,0.34,1.3,0.046,6,29,0.9924,10.4,5
0.24,0.3,17.45,0.056,43,184,0.9997,9.2,6
0.19,0.36,1.8,0.05,16,84,0.9936,9.8,7
0.36,0.26,3.3,0.038,40,153,0.9911,11.3,6
0.52,0.06,2.7,0.052,30,79,0.9932,9.3,5
0.15,0.39,1.3,0.055,32,146,0.993,10.5,6
0.16,0.48,1.7,0.057,31,98,0.9943,10.3,6
0.25,0.47,11.6,0.048,62,210,0.9968,9.5,5
0.37,0.47,11.2,0.071,44,136,0.9968,9.2,5
0.34,0.74,2.8,0.088,23,185,0.9928,12,6
0.2,0.41,2.1,0.054,24,166,0.9948,10.5,6
0.34,0.29,7.6,0.047,45,232,0.9955,10,6
0.3,0.36,6.8,0.055,44.5,234,0.9972,10.2,6
0.15,0.4,2,0.05,24,92,0.9932,10.5,5
0.31,0.52,1.7,0.029,5,61,0.9918,10.4,5
0.26,0.26,4,0.079,35.5,216,0.9956,9.5,5
0.33,0.44,6.35,0.024,9,87,0.9917,12.6,7
0.22,0.38,14.8,0.054,32,126,1.0002,9.7,5
0.34,0.3,8,0.048,25,192,0.9951,10.9,5
0.28,0.33,7.7,0.048,42,180,0.9974,10.1,6
0.26,0.34,16.3,0.051,56,197,1.0004,9.8,5
0.23,0.21,5.1,0.035,29,142,0.9942,10.1,7
0.24,0.45,3.8,0.027,21,128,0.992,11.2,8
0.24,0.32,1.3,0.037,39,123,0.992,11.2,8
0.17,0.33,4,0.034,17,127,0.9934,10.6,7
0.24,0.31,8.4,0.045,52,183,0.9963,8.8,5
0.27,0.25,5.8,0.038,52,155,0.995,9.4,6
0.22,0.4,2.4,0.054,18,151,0.9952,9.3,4
0.37,0.15,2,0.029,27,87,0.9903,12.6,7
0.18,0.37,1.3,0.04,15,96,0.9912,12.1,6
0.22,0.34,12,0.053,55,177,0.9983,9.9,6
0.52,0.17,1.4,0.047,5,26,0.9932,10,4
0.415,0.13,1.4,0.04,11,64,0.9922,10.5,5
0.55,0.45,13,0.047,33,182,0.9974,9.2,6
0.41,0.34,4.7,0.042,19,127,0.9953,10.4,5
0.26,0.42,5.2,0.027,70,178,0.9914,12.3,8
0.31,0.37,8.4,0.031,70,170,0.9934,11.7,8
0.28,0.46,3.2,0.058,39,133,0.996,9.5,5
0.24,0.3,1.6,0.048,27,131,0.9933,10.5,5
0.34,0.32,1.3,0.041,12,188,0.9953,9.5,5
0.25,0.23,7.2,0.038,61,220,0.9952,9.5,5
0.32,0.18,7.5,0.041,71,223,0.9959,8.9,5
0.6,0,1.3,0.042,24,79,0.9937,9.4,4
0.3,0.29,16.85,0.054,23,135,0.9998,9,6
0.23,0.43,1.4,0.044,22,113,0.9938,10.6,6
0.25,0.43,4.5,0.062,20,115,0.9966,9.9,6
0.22,0.33,2,0.045,31,101,0.9931,11.4,5
0.61,0.45,5.4,0.03,15,118,0.9954,9.6,5
0.26,0.3,2.2,0.025,33,134,0.992,10.6,6
0.46,0.32,4.1,0.033,40,138,0.9912,12.8,7
0.41,0.64,11.8,0.065,65,225,0.9978,8.9,5
0.25,0.26,5.2,0.024,36,135,0.9948,10.7,7
0.3,0.38,7.8,0.046,35,192,0.9955,9,5
0.33,0.32,1.5,0.047,11,200,0.9954,9.4,5
0.21,0.4,1.7,0.031,48,134,0.9917,11.5,6
0.33,0.16,1.5,0.049,10,97,0.9917,10.7,6
0.61,0.38,12.1,0.301,24,220,0.9993,9.2,5
0.4,0.32,6,0.034,50,127,0.992,12.5,7
0.28,0.42,7.1,0.045,41,169,0.9959,10.6,5
0.44,0.37,5.85,0.033,27,93,0.992,12.6,7
0.32,0.37,3.4,0.023,19,87,0.9902,12.7,6
0.43,0.42,6.6,0.033,36,141,0.9918,13.3,7
0.2,0.4,5.2,0.055,41,167,0.9953,10.6,7
0.21,0.34,1.1,0.046,25,80,0.992,11.3,6
0.26,0.23,5.15,0.034,48,160,0.9952,10.5,7
0.245,0.33,1.1,0.049,28,150,0.9927,9.3,5
0.21,0.38,6.8,0.036,64,245,0.9951,9.3,6
0.14,0.35,1.2,0.036,15,73,0.9938,9.9,5
0.35,0.56,13.8,0.048,55,190,0.9993,9.4,6
0.35,0.56,13.8,0.048,55,190,0.9993,9.4,6
0.27,0.3,1.9,0.025,14,153,0.9928,10.5,6
0.31,0.74,10.7,0.039,51,147,0.9977,8.7,5
0.16,0.41,1.7,0.026,29,140,0.991,12.5,6
0.16,0.33,1.5,0.033,16,98,0.994,9.7,6
0.41,0.22,4.2,0.031,10,102,0.993,11.6,4
0.42,0.38,6.8,0.045,29,122,0.9925,12.6,7
0.15,0.68,1.6,0.046,22,130,0.9948,10.4,6
0.365,0.08,13.5,0.041,37,142,0.997,9.9,6
0.25,0.54,1.3,0.04,16,160,0.9938,10.5,5
0.32,0.42,1.3,0.046,14,186,0.9949,9.6,5
0.31,0.4,6.2,0.04,46,169,0.9953,9.3,6
0.2,0.36,9.7,0.044,63,162,0.997,10,6
0.15,0.34,1.4,0.039,21,177,0.9927,10.8,5
0.15,0.31,1.1,0.044,25,96,0.9932,10.3,6
0.31,0.3,0.9,0.037,28,152,0.992,10.1,6
0.2,0.26,1.7,0.093,40,161,0.9924,11,5
0.32,0.48,2.3,0.04,28,114,0.9911,12.8,7
0.26,0.33,1.5,0.047,44,167,0.9928,10.5,6
0.37,0.33,1.2,0.028,13,81,0.9902,11.7,6
0.15,0.32,8.8,0.058,24,110,0.9972,8.8,6
0.16,0.64,17,0.05,69,210,1.0004,9.3,7
0.21,0.39,1.8,0.034,62,180,0.991,12.6,8
0.29,0.36,7,0.042,38,161,0.9941,11.2,8
0.18,0.3,6.4,0.048,40,251,0.9956,10,5
0.25,0.31,12.4,0.059,52,181,0.9984,9.8,6
0.39,0.37,1.1,0.043,36,113,0.991,12.7,8
0.35,0.4,6.3,0.039,35,162,0.9936,11.9,7
0.21,0.24,2.3,0.047,60,189,0.995,10.1,6
0.19,0.41,1.1,0.04,38,143,0.9907,11.4,5
0.35,0.32,2.4,0.048,35,103,0.9911,12,8
0.13,0.28,5.7,0.038,56,189.5,0.9948,10.6,7
0.14,0.41,0.9,0.037,22,95,0.9914,10.9,6
0.27,0.24,3.8,0.058,19,115,0.9958,8.9,5
0.26,0.41,9.2,0.042,41,162,0.9944,12,7
0.28,0.3,1.6,0.047,46,132,0.9918,11.1,7
0.43,0.3,5.7,0.039,24,98,0.992,12.3,7
0.33,0.29,1.3,0.042,26,138,0.9956,9.5,5
0.49,0.13,4.5,0.039,17,116,0.9907,13.7,7
0.42,0.33,2.8,0.034,15,85,0.99,13.4,6
0.42,0.33,2.8,0.034,15,85,0.99,13.4,6
0.135,0.3,4.6,0.042,19,101,0.9946,9.3,6
0.49,0.13,4.5,0.039,17,116,0.9907,13.7,7
0.19,0.33,1.6,0.039,27,98,0.9898,12.3,7
0.25,0.36,13.1,0.05,35,200,0.9986,8.9,7
0.25,0.36,13.1,0.05,35,200,0.9986,8.9,7
0.67,0.48,12.6,0.052,57,222,0.9979,9.3,6
0.4,0.29,5.4,0.044,31,122,0.994,11.1,8
0.26,0.32,5.9,0.037,39,97,0.9934,11.6,6
0.29,0.49,7.1,0.042,22,124,0.9944,10.8,6
0.17,0.3,1.4,0.037,55,130,0.9909,11.3,6
0.35,0.74,1,0.044,18,132,0.992,10.2,5
0.28,0.49,11.8,0.042,29,137,0.998,10.1,4
0.18,0.49,4.5,0.047,17,90,0.9919,11.6,6
0.165,0.24,1.1,0.051,25,105,0.9925,9.1,5
0.22,0.49,0.9,0.052,26,128,0.991,11.4,6
0.36,0.49,2.9,0.03,16,94,0.9902,12.1,7
0.29,0.49,1.2,0.031,32,99,0.9893,12.2,6
0.25,0.49,1.1,0.042,35,156,0.9917,11.3,5
0.23,0.24,14.2,0.053,19,94,0.9982,9.6,5
0.18,0.49,1.1,0.033,28,81,0.9923,10.4,7
0.25,0.49,7.6,0.052,67,226,0.9956,8.9,5
0.26,0.74,13.6,0.05,56,162,0.998,8.8,5
0.25,0.49,1.2,0.061,27,117,0.9938,9.4,5
0.16,0.49,1.2,0.055,18,150,0.9917,11.2,6
0.52,0.49,14,0.034,37,156,0.9958,11.8,7
0.21,0.49,19.8,0.054,50,231,1.0012,9.2,5
0.27,0.49,1.2,0.063,35,92,0.9911,12.2,6
0.145,0.49,5.4,0.048,54,164,0.9946,10.8,6
0.19,0.49,1.2,0.051,11,137,0.9918,11,6
0.44,0.49,9.1,0.031,46,151,0.9926,12.7,8
0.43,0.49,13,0.033,37,158,0.9955,11.3,6
0.32,0.24,4.6,0.053,8,134,0.9958,9.1,3
0.28,0.49,1.5,0.034,20,126,0.9918,10.6,6
0.15,0.49,0.9,0.033,17,51,0.9932,9.4,6
0.25,0.74,19.4,0.054,44,169,1.0004,9.8,6
0.16,0.74,17.85,0.037,52,187,0.9998,9.3,5
0.2,0.49,1.3,0.031,8,97,0.9918,11.1,5
0.3,0.49,9.4,0.046,47,188,0.9964,10,5
0.35,0.49,8.65,0.033,42,186,0.9931,12.4,8
0.62,0.24,1.1,0.039,6,62,0.9934,10.4,5
0.2,0.49,8.1,0.051,51,205,0.9954,11,6
0.2,0.49,1.6,0.053,15,144,0.993,10.5,5
0.2,0.49,1.7,0.038,38,167,0.9939,10.1,6
0.25,0.49,9,0.044,31,185,0.998,10,6
0.27,0.74,12.5,0.037,47,156,0.9981,8.7,5
0.28,0.49,7.7,0.045,48,195,0.9954,11,6
0.27,0.49,1.1,0.037,33,156,0.992,11.1,6
0.21,0.49,18.15,0.042,41,158,0.9997,8.7,6
0.18,0.74,15.6,0.044,44,176,0.9996,9,6
0.15,0.49,1.5,0.031,17,122,0.9932,10.3,6
0.17,0.49,1,0.034,26,106,0.992,9.8,6
0.26,0.49,5,0.028,32,107,0.9936,10.8,6
0.53,0.24,0.8,0.029,29,86,0.993,9.1,4
0.14,0.49,1.1,0.038,28,99,0.9928,10.6,6
0.12,0.49,5.2,0.049,33,152,0.9952,10.6,6
0.3,0.49,4.8,0.034,36,158,0.9945,9.9,6
0.21,0.49,1.8,0.038,44,152,0.9912,12.6,7
0.42,0.49,8.2,0.056,32,164,0.9965,11.2,7
0.24,0.49,1.3,0.032,35,148,0.9932,10.7,7
0.43,0.49,6.4,0.045,12,115,0.9963,9,4
0.34,0.49,1.5,0.027,26,126,0.99,12.2,7
0.19,0.49,1.8,0.055,19,110,0.9946,9.9,5
0.3,0.74,4.6,0.041,36,159,0.9946,9.9,5
0.17,0.49,8.8,0.048,23,108,0.9947,10.5,4
0.3,0.49,7.2,0.039,32,84,0.9938,11.5,6
0.24,0.49,7.4,0.039,46,108,0.9934,11.9,7
0.3,0.74,13.5,0.039,46,165,0.9982,8.7,5
0.31,0.49,1.3,0.042,34,147,0.9948,9.8,5
0.27,0.49,7.3,0.046,53,206,0.9956,9.2,6
0.55,0.01,2.7,0.034,56,122,0.9906,11.9,5
0.24,0.74,1.4,0.172,24,108,0.9932,9.9,6
0.39,0.24,4.7,0.034,27,77,0.9906,12.7,5
0.41,0.24,1.9,0.034,10,53,0.98815,13.5,7
0.26,0.49,2.2,0.032,31,113,0.9903,12.9,9
0.27,0.49,23.5,0.057,59,235,1.0024,8.6,5
0.19,0.49,1.6,0.047,42,140,0.9932,10.7,6
0.22,0.49,6,0.029,31,128,0.9928,11.3,8
0.26,0.49,3.2,0.027,28,87,0.9919,11.3,7
0.25,0.24,1.8,0.053,6,121,0.993,11.4,5
0.14,0.74,1.6,0.035,21,126,0.9933,10.2,6
0.22,0.49,3.8,0.042,26,105,0.993,10.5,5
0.49,0.49,7,0.043,29,149,0.9952,10,5
0.19,0.49,15.55,0.058,50,134,0.9998,9.1,7
0.19,0.49,15.55,0.058,50,134,0.9998,9.1,7
0.22,0.49,7.5,0.054,42,151,0.9948,10.1,6
0.21,0.49,1.2,0.036,20,99,0.99,12.1,7
0.3,0.49,1.6,0.045,31,100,0.9942,10.2,5
0.15,0.49,1.1,0.048,21,98,0.9929,9.2,5
0.27,0.49,7.8,0.049,62,217,0.9959,9.4,6
0.26,0.49,8.3,0.047,54,191,0.9954,10.3,6
0.28,0.46,15.4,0.059,32,177,1.0004,9,4
0.39,0.34,5.9,0.055,33,128,0.9927,11.8,6
0.18,0.33,1.2,0.033,20,72,0.9922,10.5,7
0.31,0.38,1.2,0.036,10,124,0.9924,9.9,6
0.26,0.31,4.8,0.138,41,168,0.9951,9.3,5
0.32,0.34,18.35,0.054,44,197,1.0008,9,5
0.25,0.28,14.4,0.055,55,205,0.9986,9,7
0.26,0.33,17.85,0.049,41.5,195,1,9.1,7
0.25,0.28,14.4,0.055,55,205,0.9986,9,7
0.26,0.37,9.4,0.047,42,147,0.9982,10,5
0.26,0.33,17.85,0.049,41.5,195,1,9.1,7
0.25,0.28,14.4,0.055,55,205,0.9986,9,7
0.12,0.32,1.4,0.06,47,150,0.9952,9.2,6
0.27,0.19,4.2,0.046,6,114,0.9955,8.6,4
0.24,0.22,1.5,0.038,38,157,0.9934,9.9,6
0.22,0.3,13.6,0.055,50,180,0.9984,9.8,5
0.31,0.24,1.6,0.032,10,67,0.9924,10.5,5
0.3,0.24,6.6,0.123,35,116,0.9953,9.4,5
0.18,0.34,1.6,0.04,43,148,0.9912,11.5,8
0.21,0.31,6,0.046,29,108,0.9939,10.8,6
0.15,0.48,2.7,0.052,24,190,0.995,10.9,7
0.4,1,19.5,0.041,33,148,0.9977,12,6
0.13,0.3,5,0.056,31,122,0.9945,10.5,6
0.3,0.24,6.6,0.123,35,116,0.9953,9.4,5
0.16,0.3,9.6,0.057,50,185,0.9978,9.6,6
0.16,0.3,9.6,0.057,50,185,0.9978,9.6,6
0.37,0.47,6.5,0.061,23,150,0.9954,9.6,6
0.38,0.4,2,0.038,28,152,0.9906,12.9,6
0.25,0.23,14.9,0.039,47,142,0.99705,9.7,6
0.34,0.31,12,0.053,46,238,0.9977,8.6,5
0.25,0.23,14.9,0.039,47,142,0.99705,9.7,6
0.27,0.25,8,0.053,54,202,0.9961,9.3,5
0.29,0.23,8.6,0.056,56,215,0.9967,8.8,5
0.17,0.27,1.5,0.037,20,98,0.9916,11,7
0.27,0.25,8,0.053,54,202,0.9961,9.3,5
0.4,0.26,9.5,0.059,32,178,0.9955,10.9,6
0.18,0.26,1.4,0.041,40,141,0.9941,9.5,6
0.15,0.36,1.8,0.034,43,150,0.9922,11,8
0.15,0.36,1.8,0.034,43,150,0.9922,11,8
0.24,0.29,6.8,0.038,54,127,0.9932,11.6,7
0.21,0.26,9.25,0.034,73,142,0.9945,11.4,6
0.33,0.26,2.6,0.04,29,115,0.9913,11.8,7
0.2,0.24,1.6,0.026,26,189,0.991,12.1,7
0.37,0.32,1.4,0.037,27,126,0.9918,12,5
0.23,0.29,15.4,0.073,56,173,0.9984,8.7,6
0.16,0.23,1.6,0.042,14,67,0.9942,9.5,5
0.3,0.35,2.8,0.038,10,164,0.9912,12,6
0.32,0.12,11.5,0.033,35,165,0.9974,9,5
0.17,0.23,6.3,0.051,35,240,0.9963,10,6
0.44,0.24,11.2,0.031,41,167,0.9948,11.3,7
0.19,0.23,5.7,0.123,27,104,0.9954,9.4,6
0.18,0.33,1,0.054,24,164,0.9926,10.5,5
0.18,0.31,11.8,0.039,96,249,0.9976,9.5,6
0.28,0.45,7.8,0.059,32,139,0.9972,11.2,6
0.49,0.57,17.8,0.052,34,243,1.0007,9,5
0.24,0.25,1.7,0.042,48,189,0.992,11.4,6
0.24,0.35,6.4,0.048,44,172,0.9944,10.5,7
0.18,0.19,4.7,0.046,57,161,0.9946,10.5,6
0.13,0.31,2.3,0.054,22,104,0.9924,11.5,7
0.21,0.27,7.3,0.031,41,144,0.9932,11.8,7
0.18,0.28,8.5,0.035,41,140,0.9952,10.1,7
0.21,0.22,5.1,0.048,38,168,0.9945,10.4,6
0.33,0.2,16.05,0.047,26,166,0.9976,8.9,5
0.29,0.31,7.35,0.034,37,154,0.9938,10.8,5
0.31,0.38,16.05,0.058,16,165,0.9997,9.2,5
0.19,0.3,2,0.053,48,140,0.994,9.6,6
0.2,0.61,16.2,0.043,14,103,0.9987,9.2,6
0.2,0.61,16.2,0.043,14,103,0.9987,9.2,6
0.2,0.61,16.2,0.043,14,103,0.9987,9.2,6
0.24,0.4,17.85,0.049,50,185,1,9.6,5
0.3,0.42,14.3,0.045,45,213,0.9991,9.2,5
0.26,0.33,10.3,0.039,73,212,0.9969,9.5,6
0.29,0.67,8.1,0.037,53,166,0.9966,8.9,6
0.23,0.35,10.7,0.04,26,183,0.9984,9.1,6
0.28,0.35,1.9,0.037,16,120,0.9933,10.6,5
0.25,0.36,8.1,0.045,54,180,0.9958,9.2,5
0.18,0.26,1.3,0.041,20,71,0.9926,9.9,6
0.25,0.36,8.1,0.045,54,180,0.9958,9.2,5
0.35,0.29,14.4,0.044,54,177,0.9991,8.9,6
0.34,0.33,9.7,0.036,46,172,0.9966,10.2,5
0.28,0.36,1.6,0.04,25,87,0.9924,10.3,6
0.31,0.32,7.6,0.052,35,143,0.9959,9,5
0.19,0.31,1.4,0.046,37,135,0.9939,10.2,7
0.25,0.13,17.2,0.036,49,219,0.9996,9.7,5
1.005,0.46,1.4,0.046,34,185,0.9966,10.2,4
0.24,0.38,4.3,0.044,49,172,0.996,10.8,6
0.29,0.28,11.1,0.063,66,169,0.9973,9,5
0.15,0.33,1.1,0.027,16,63,0.9937,9.9,5
0.17,0.31,1,0.024,13,91,0.993,10.1,5
0.32,0.55,16.6,0.056,53,238,1.0017,8.7,6
0.21,0.3,8.1,0.047,13,114,0.9941,10.5,6
0.27,0.35,7.8,0.048,76,197,0.9959,9.5,6
0.22,0.32,10.4,0.043,63,201,0.997,9.5,6
0.12,0.28,6.3,0.057,17,103,0.9957,9.6,5
0.2,0.38,11.8,0.055,51,170,1.0004,8.9,6
0.2,0.38,11.8,0.055,51,170,1.0004,8.9,6
0.31,0.09,1.4,0.04,56,145,0.9922,10,5
0.17,0.35,1.6,0.047,43,154,0.9934,11.1,6
0.41,0.33,4.7,0.023,28,110,0.991,12.5,7
0.55,0.3,8.1,0.026,14,71,0.993,11.8,5
0.34,0.39,7.6,0.04,45,215,0.9965,9.2,6
0.43,0.4,12.4,0.168,29,190,0.9991,9.2,5
0.3,0.71,1.3,0.16,44,149,0.9948,8.9,5
0.21,0.34,7.1,0.037,33,150,0.9962,9.7,6
0.27,0.32,1.2,0.046,20,155,0.9934,10.2,6
0.29,0.37,8.3,0.044,45,227,0.9966,9,5
0.28,0.44,11.5,0.04,58,223,0.9969,9.5,5
0.17,0.25,1.6,0.047,34,132,0.9914,11.4,5
0.18,0.36,2.4,0.049,38,123,0.996,10.3,5
0.29,0.29,4.4,0.051,26,146,0.9939,10.2,5
0.32,0.18,1.4,0.029,26,104,0.9906,11,6
0.33,0.25,1.6,0.03,25,126,0.9901,12.1,7
0.19,0.26,5.2,0.04,31,140,0.995,9.5,6
0.22,0.28,4.9,0.042,51,180,0.9952,9.5,6
0.17,0.3,1.4,0.042,25,119,0.9931,10.5,6
0.3,0.32,10.7,0.029,14,111,0.9958,10.6,5
0.17,0.32,1.5,0.05,17,101,0.994,9.5,5
0.15,0.3,1.6,0.046,29,130,0.9942,9.8,6
0.25,0.19,8,0.044,51,172,0.9964,9.2,5
0.76,0.03,2.7,0.043,27,93,0.9932,9.2,5
0.24,0.33,12.3,0.046,31,145,0.9983,9.5,5
0.18,0.36,13.1,0.056,72,163,1,9.1,6
0.23,0.31,10.7,0.038,59,186,0.9969,9.5,6
0.22,0.25,17.1,0.05,44,138,1.0001,8.8,5
0.22,0.25,17.1,0.05,44,138,1.0001,8.8,5
0.33,0.15,1.9,0.05,20,93,0.9934,9.9,5
0.2,0.27,1.2,0.034,19,68,0.9902,11.7,4
0.26,0.33,12.6,0.051,59,173,0.998,9.9,5
0.28,0.39,1.4,0.036,15,115,0.9918,11.7,5
0.16,0.26,7.1,0.054,41,224,0.9966,10.1,5
0.16,0.26,7.1,0.054,41,224,0.9966,10.1,5
0.24,0.32,8.7,0.06,19,102,0.994,10.4,5
0.28,0.35,15.3,0.056,31,117,0.9998,9.6,5
0.2,0.31,10,0.054,49,165,0.997,9.9,6
0.24,0.34,5.1,0.038,31,99,0.9921,11.8,6
0.28,0.32,3.6,0.038,9,76,0.992,11.7,4
0.25,0.27,4.7,0.031,31,92,0.9922,12,6
0.22,0.28,18.8,0.028,55,130,0.998,11.6,5
0.35,0.31,1.8,0.069,15,162,0.9944,9.4,5
0.19,0.3,12.8,0.053,48.5,229,0.9986,9.1,7
0.19,0.3,12.8,0.053,48.5,229,0.9986,9.1,7
0.19,0.3,12.8,0.053,48.5,229,0.9986,9.1,7
0.19,0.3,12.8,0.053,48.5,212,0.9986,9.1,7
0.34,0.24,5.4,0.06,23,126,0.9951,9,7
0.24,0.31,1.3,0.047,33,106,0.993,10.8,6
0.3,0.24,6.6,0.04,38,141,0.995,9.5,5
0.27,0.42,2.6,0.044,29,110,0.9912,12.7,6
0.25,0.18,1.4,0.056,13,137,0.9935,9.5,5
0.26,0.19,8.2,0.051,53,187,0.996,9.7,5
0.24,0.38,2.1,0.058,14,167,0.994,9.9,5
0.26,0.3,2,0.031,13,128,0.9917,11.4,5
0.32,0.35,1.5,0.039,24,125,0.9918,12.2,6
0.26,0.3,2,0.031,13,128,0.9917,11.4,5
0.28,0.29,6.9,0.041,29,163,0.9952,10.5,6
0.24,0.36,2.2,0.027,36,134,0.9898,12.5,7
0.28,0.34,13.8,0.041,32,161,0.9981,9.9,6
0.45,0.28,10.8,0.051,25,157,0.9957,11.4,7
0.23,0.33,12.8,0.056,44,169,0.998,9.8,6
0.45,0.28,10.8,0.051,25,157,0.9957,11.4,7
0.2,0.36,11.6,0.042,45,124,0.997,9.5,7
0.25,0.35,9.2,0.034,42,150,0.9947,11.5,6
0.39,0.35,1.6,0.049,10,164,0.99516,9.7,5
0.34,0.2,14.9,0.06,37,162,0.9983,9,4
0.29,0.18,8.2,0.042,41,180,0.99644,9.1,5
0.23,0.45,10.6,0.094,49,169,0.99699,8.8,5
0.31,0.24,7.1,0.031,28,141,0.99397,10.6,7
0.34,0.2,14.9,0.06,37,162,0.9983,9,4
0.15,0.29,6.2,0.046,39,151,0.99471,10.6,6
0.27,0.18,7.7,0.048,45,186,0.9962,9,5
0.34,0.54,17.3,0.06,46,235,1.00182,8.8,6
0.29,0.2,7.7,0.046,51,174,0.99582,9.5,5
0.27,0.18,7.7,0.048,45,186,0.9962,9,5
0.26,0.19,3.4,0.049,47,172,0.9924,10.4,6
0.14,0.35,1.4,0.039,24,128,0.99212,10.4,5
0.25,0.31,2.8,0.032,11,61,0.99189,11.5,6
0.3,0.21,15.7,0.056,49,159,0.99827,9,5
0.2,0.3,5.9,0.034,35,152,0.99642,8.5,6
0.46,0.32,6.2,0.053,10,94,0.99537,10.1,5
0.29,0.26,14.95,0.067,47,178,0.99838,9.2,4
0.31,0.18,7.7,0.043,57,200,0.99566,9.4,6
0.14,0.3,1.3,0.033,25,91,0.99268,10.6,6
0.33,0.26,15.6,0.049,67,210,0.99907,9.5,5
0.41,0.24,4.9,0.158,47,144,0.99471,9.4,5
0.4,0.28,6.5,0.037,26,97,0.99148,12.6,7
0.17,0.28,2.7,0.047,38,150,0.99365,10.8,6
0.32,0.23,1.2,0.054,39,208,0.99272,9.9,6
0.4,0.28,6.5,0.037,26,97,0.99148,12.6,7
0.3,0.33,2.3,0.043,28,125,0.99084,12.6,7
0.26,0.18,7,0.055,50,194,0.99591,9,5
0.28,0.3,1.6,0.045,36,139,0.99534,9.3,5
0.2,0.31,1.6,0.038,34,116,0.9912,12,7
0.41,0.04,1.3,0.036,23,121,0.99228,9.9,6
0.3,0.21,7.2,0.045,54,190,0.99595,9.4,5
0.35,0.17,1.1,0.049,7,119,0.99297,9.7,6
0.38,0.29,12.7,0.05,25,209,0.9986,9.3,6
0.23,0.35,17.8,0.058,128,212,1.00241,8.9,5
0.28,0.35,9.8,0.067,61,180,0.9972,9,4
0.34,0.3,8.4,0.051,40,167,0.99756,9.7,5
0.26,0.31,2,0.029,14,141,0.99077,12.2,6
0.46,0.4,10.1,0.168,19,184,0.99782,9.5,5
0.31,0.22,13.3,0.048,46,212,0.99942,10,5
0.28,0.16,1.3,0.06,36,126,0.99353,8.7,6
0.21,0.37,1.2,0.028,20,93,0.99244,11.5,5
0.25,0.46,3.75,0.05,14,102,0.99524,9.7,5
0.18,0.29,1.7,0.035,39,144,0.9927,10.5,6
0.32,0.24,1.3,0.06,42.5,204,0.99512,9.2,5
0.32,0.35,1.6,0.092,24,138,0.99438,9.8,5
