@relation 'german_credit-weka.filters.unsupervised.instance.Resample-S0-Z30.0-no-replacement-V_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1'

@attribute '-0.326property_magnitude=no known property-0.322housing=for free-0.267credit_amount-0.237personal_status=male single-0.232job=high qualif/self emp/mgmt...' numeric
@attribute '0.347housing=own+0.291checking_status=no checking+0.289credit_history=critical/other existing credit-0.266housing=rent+0.248existing_credits...' numeric
@attribute '-0.297property_magnitude=car+0.289job=unskilled resident-0.289other_parties=none+0.249other_parties=guarantor+0.241property_magnitude=real estate...' numeric
@attribute '0.36 other_payment_plans=none-0.29housing=own-0.268other_payment_plans=bank+0.242residence_since-0.223other_payment_plans=stores...' numeric
@attribute '0.397other_parties=none-0.333job=skilled-0.314other_parties=guarantor-0.236purpose=radio/tv-0.232personal_status=male single...' numeric
@attribute '0.358savings_status=<100-0.322credit_history=existing paid+0.318credit_history=critical/other existing credit+0.318existing_credits-0.219savings_status=no known savings...' numeric
@attribute '-0.395other_payment_plans=none+0.354other_payment_plans=bank+0.295job=skilled-0.294employment=unemployed-0.294job=high qualif/self emp/mgmt...' numeric
@attribute -0.356savings_status=<100-0.293checking_status=<0+0.274housing=rent-0.267other_parties=none+0.251savings_status=100<=X<500... numeric
@attribute '0.256employment=1<=X<4-0.239personal_status=female div/dep/mar+0.225purpose=business+0.219num_dependents-0.21employment=unemployed...' numeric
@attribute '-0.432property_magnitude=life insurance+0.311purpose=radio/tv-0.255savings_status=no known savings-0.236purpose=furniture/equipment+0.221savings_status=<100...' numeric
@attribute '-0.465employment=1<=X<4+0.348checking_status=0<=X<200-0.33checking_status=no checking+0.3  property_magnitude=life insurance+0.236employment=<1...' numeric
@attribute '-0.344job=unemp/unskilled non res+0.32 job=unskilled resident-0.304job=skilled+0.25 housing=rent-0.248employment=1<=X<4...' numeric
@attribute '0.392property_magnitude=car+0.369purpose=new car+0.33 employment=4<=X<7-0.269purpose=furniture/equipment-0.268property_magnitude=life insurance...' numeric
@attribute '-0.394personal_status=male div/sep-0.356employment=>=7-0.272property_magnitude=car+0.217purpose=education-0.213residence_since...' numeric
@attribute '0.36 employment=<1-0.27employment=unemployed+0.251checking_status=>=200-0.238residence_since-0.229installment_commitment...' numeric
@attribute '0.413personal_status=male mar/wid-0.328savings_status=100<=X<500-0.303purpose=education-0.244personal_status=female div/dep/mar-0.235job=unskilled resident...' numeric
@attribute '0.354savings_status=>=1000-0.332credit_history=no credits/all paid+0.308employment=4<=X<7-0.304savings_status=no known savings-0.256employment=1<=X<4...' numeric
@attribute '0.291purpose=new car-0.284employment=<1+0.258employment=1<=X<4-0.257job=unemp/unskilled non res-0.242personal_status=male single...' numeric
@attribute '-0.386personal_status=male mar/wid+0.292employment=4<=X<7+0.272personal_status=female div/dep/mar-0.225property_magnitude=life insurance+0.211savings_status=>=1000...' numeric
@attribute '-0.378savings_status=500<=X<1000+0.327savings_status=no known savings+0.291other_payment_plans=stores+0.271installment_commitment-0.257employment=4<=X<7...' numeric
@attribute '-0.334purpose=business+0.326savings_status=>=1000+0.307checking_status=0<=X<200+0.296purpose=used car-0.262employment=4<=X<7...' numeric
@attribute '-0.528checking_status=>=200+0.394purpose=repairs+0.367checking_status=no checking-0.195purpose=radio/tv+0.173credit_history=no credits/all paid...' numeric
@attribute '-0.305purpose=retraining+0.304credit_history=delayed previously-0.243personal_status=male mar/wid-0.221credit_history=all paid+0.22 other_parties=guarantor...' numeric
@attribute '0.327savings_status=>=1000-0.293personal_status=male div/sep+0.257credit_history=no credits/all paid+0.253purpose=retraining-0.237credit_history=delayed previously...' numeric
@attribute '0.347purpose=education+0.295credit_history=delayed previously-0.285savings_status=500<=X<1000-0.276purpose=domestic appliance+0.25 purpose=repairs...' numeric
@attribute '-0.275purpose=used car+0.255purpose=furniture/equipment-0.249purpose=education-0.239savings_status=100<=X<500-0.224checking_status=>=200...' numeric
@attribute '-0.546purpose=domestic appliance-0.255purpose=education+0.227credit_history=no credits/all paid-0.222checking_status=0<=X<200-0.207employment=<1...' numeric
@attribute '-0.375purpose=retraining-0.308credit_history=all paid+0.299savings_status=100<=X<500-0.289savings_status=500<=X<1000-0.278purpose=new car...' numeric
@attribute 0.441savings_status=500<=X<1000-0.318savings_status=100<=X<500+0.317savings_status=>=1000+0.291purpose=education+0.224purpose=repairs... numeric
@attribute '-0.364savings_status=>=1000-0.312credit_history=delayed previously-0.304purpose=other+0.271other_payment_plans=stores+0.247savings_status=no known savings...' numeric
@attribute '-0.352purpose=domestic appliance-0.348checking_status=>=200-0.34purpose=repairs-0.289other_payment_plans=stores+0.241purpose=business...' numeric
@attribute '0.33 purpose=repairs-0.314purpose=education-0.292other_payment_plans=stores-0.27personal_status=male mar/wid+0.26 installment_commitment...' numeric
@attribute '0.384purpose=other+0.244num_dependents+0.243foreign_worker=no+0.232other_payment_plans=stores+0.227property_magnitude=real estate...' numeric
@attribute '0.659foreign_worker=no-0.366num_dependents-0.231own_telephone=yes+0.216credit_history=all paid-0.184existing_credits...' numeric
@attribute '-0.419personal_status=male div/sep-0.281other_payment_plans=stores+0.27 credit_history=all paid+0.25 purpose=repairs+0.236own_telephone=yes...' numeric
@attribute '-0.359credit_history=all paid+0.258purpose=furniture/equipment-0.256property_magnitude=life insurance+0.243checking_status=<0-0.227savings_status=<100...' numeric
@attribute '-0.387purpose=other+0.352other_parties=co applicant-0.338other_parties=guarantor-0.284duration-0.202job=unemp/unskilled non res...' numeric
@attribute '-0.343purpose=used car+0.3  personal_status=male mar/wid+0.276credit_history=all paid-0.267purpose=retraining-0.264savings_status=500<=X<1000...' numeric
@attribute '-0.483purpose=business+0.35 credit_history=no credits/all paid+0.321purpose=education-0.249purpose=other+0.222property_magnitude=real estate...' numeric
@attribute '-0.378credit_history=no credits/all paid+0.332purpose=retraining-0.326purpose=other-0.303purpose=used car+0.267foreign_worker=no...' numeric
@attribute -0.4residence_since+0.372employment=>=7-0.34own_telephone=yes-0.335employment=<1+0.329num_dependents... numeric
@attribute '-0.466num_dependents-0.397installment_commitment-0.31residence_since-0.284duration+0.21 checking_status=<0...' numeric
@attribute class {good,bad}

@data
0.755963,-0.099568,-0.526868,1.222493,-0.991044,0.155855,0.46524,-1.963426,-1.984465,1.327699,0.987006,0.8631,0.481732,-1.702316,-0.722288,-0.511895,-0.967011,0.234571,1.229267,1.215976,-0.115292,0.571748,0.563549,-0.705207,0.251056,0.477672,1.10645,0.011721,0.402086,-1.110965,0.325521,-0.575224,0.132051,0.712568,-0.007121,0.329224,0.328511,0.172201,-0.186302,0.3289,-0.050313,-0.3025,good
-4.708026,-0.590879,2.068326,2.073543,0.879766,1.901997,-0.716134,-0.742953,0.242761,0.940627,-0.029466,0.693009,0.533208,-0.441134,0.724471,0.172563,0.388628,1.28551,-1.188253,0.297844,0.049655,-0.22061,-0.237276,-0.347192,-1.042836,0.540258,0.12642,-0.29606,-0.182111,0.565993,-0.542234,0.240962,-0.117798,-0.666433,-0.000724,0.809582,0.318212,0.475066,-0.190411,0.865322,0.066383,2.14584,good
0.197156,3.024554,4.076757,1.493182,1.332589,0.000288,-0.847405,0.342922,1.568058,-1.242643,-0.804779,0.921887,1.276585,-0.997151,1.486791,-0.117194,0.261955,-0.541428,-0.782706,0.634466,0.396048,1.055951,-0.150245,0.290197,-0.448445,0.063175,-0.177603,-0.202552,0.140728,-0.47154,-0.295591,-0.311588,1.374856,2.795927,-0.488076,0.061483,-0.067394,0.027605,-0.608106,1.549146,0.572383,-1.522147,good
0.370995,1.068497,-0.181299,-0.011027,-1.738212,-0.880342,-0.125367,-1.661108,-0.064221,1.243668,1.635885,0.958288,1.154968,-1.14908,-0.273796,-0.53618,-0.89649,-1.153278,0.123704,-0.35218,1.403783,-0.016677,0.426037,0.404777,0.454056,0.133532,-0.708908,-0.428629,-0.411444,-1.154857,0.706194,-0.146067,0.669912,-0.237301,-0.641535,-0.207808,0.48644,0.61585,-0.824298,0.575563,1.2228,-1.14368,bad
-0.814732,-1.311904,1.032005,0.250432,1.288579,0.52589,-2.727652,-1.71805,0.19631,-2.773133,0.390994,-0.079081,-1.170828,-4.043011,1.710123,1.456496,0.820656,2.045653,-1.142104,0.193872,-0.718972,0.12892,0.21816,-1.809321,0.733584,-0.404483,1.24109,0.055939,1.524765,-0.043452,-0.086639,0.272279,1.681744,2.719748,-1.854073,-0.76182,1.616058,0.270005,0.190101,2.024561,-0.462535,-0.423559,bad
0.540742,0.602603,-0.483935,-0.721377,-1.853613,0.285699,-0.522687,-0.291998,0.801992,1.453767,1.463868,1.167517,0.832997,0.792984,-0.255587,0.412656,0.55152,-0.228914,1.661409,-0.307322,-0.265096,-0.648367,0.070667,0.634478,-0.649184,1.924073,0.019255,0.812724,0.068084,-0.015411,-0.268209,-0.31389,0.520825,-0.03454,-0.246886,-1.138913,-0.072948,-1.092028,0.538866,0.202588,-0.333712,-1.580288,bad
-0.270236,-2.474351,0.067464,-0.920556,1.248108,0.413248,-2.352581,-1.712972,2.032079,0.503035,0.53106,-0.173507,-1.871265,-1.110282,1.004113,0.358107,1.164113,-0.947986,2.308218,-0.824358,-0.531182,3.426864,-3.228681,-3.169503,2.135956,-0.997511,0.399626,0.771031,2.255358,2.019294,-1.044654,2.475893,-0.039173,-1.198319,0.487016,-1.579724,0.948198,0.273527,-0.153879,1.570352,-1.136407,1.989612,bad
2.144552,-1.158024,-1.178929,1.038618,0.979778,0.907451,0.426767,-0.795766,-0.857842,-1.744024,0.584752,-0.454522,-1.690013,0.528193,1.312733,-0.395125,-0.020455,-1.171116,-0.048235,-1.283983,-0.00622,1.540616,0.796638,-0.462766,-0.061533,0.363595,0.511517,-0.641998,-0.92042,-0.548741,-0.287592,-0.485371,0.558367,0.263762,0.510236,-0.459616,-0.438069,0.928913,-0.227088,-0.425919,-0.83743,-0.009878,bad
-0.99266,2.87843,0.048673,2.20312,-0.347403,0.093798,0.674882,-0.211284,-1.313901,-2.240184,1.638974,-0.693303,-2.110564,-0.230118,-0.626605,-0.013677,-0.760357,-0.559682,-0.188461,-0.122701,0.19702,-0.106238,0.030545,0.378872,-0.007384,0.752543,-0.158653,0.219941,-0.893499,0.764844,0.213711,0.016939,-0.304726,1.355831,0.42538,-0.595512,-0.467701,0.618719,0.145912,-0.566714,0.215789,-0.27085,good
0.324055,0.444348,-1.868994,-0.838271,1.107417,0.44174,-0.850822,1.022672,0.374898,0.7414,2.593331,-1.051426,0.424101,-2.662761,1.393429,-1.090031,1.513162,1.653531,-0.597954,0.130708,0.236441,-0.036393,-1.719025,-2.113225,-0.323258,-1.084021,-0.820838,-0.587827,-1.041511,1.886001,0.974967,1.011914,0.658122,-0.660614,-1.375719,-0.472855,-0.582507,-0.642412,-0.20527,-0.17734,-1.045353,-0.879689,good
-0.614443,-0.446739,-0.746713,-0.344068,-1.716956,1.007753,-0.065016,-2.155866,1.303329,-2.611933,0.783898,1.000628,1.279439,1.345051,-0.099653,1.032977,0.186793,0.158042,1.690123,-0.360387,0.322482,-0.117644,-0.420628,-0.906978,0.015177,-0.389165,0.726413,0.83035,0.485434,-1.499784,0.395312,-0.65072,-0.434328,-0.659846,0.313371,-0.580071,-0.255542,-1.525658,-0.524616,-0.605928,1.310124,-2.113696,good
-6.212282,-3.551256,-0.677138,-2.284977,0.582014,-0.807585,-3.5264,2.120165,0.304762,1.432244,0.526506,-1.189085,-0.835143,0.599464,-1.791441,-2.123141,0.970764,0.677426,-2.222656,0.282354,-0.133019,0.208884,-0.165307,-0.754619,0.149149,2.303022,-1.05237,1.885497,-0.422162,-3.541183,-1.801504,1.075257,3.656409,0.772219,-0.116965,-0.640166,-3.809814,-0.933406,-0.873526,-2.315828,0.410872,1.383463,good
1.292491,0.377352,0.873713,-1.877082,0.243503,-0.266159,2.03011,-1.464175,-0.486283,2.365921,0.694119,0.41729,-1.01652,1.790359,-1.097717,2.446182,2.041574,-0.627735,-0.993897,3.267059,0.555427,-0.01357,-0.128736,-2.731633,0.895829,0.88987,0.549323,-1.076568,0.40941,-0.157709,-1.339602,-1.66623,1.119003,0.400241,-0.402075,0.828265,-0.155648,0.048605,1.086227,-1.013464,-0.964293,-0.877566,bad
-4.255265,-0.350911,0.544475,2.681673,-1.245932,0.508004,0.570857,-1.231726,0.512929,1.880545,0.253346,-0.396219,-0.360273,-0.19783,1.670109,0.046776,-0.120813,-1.102524,0.392972,-0.312392,-0.018,-2.068474,-1.238234,-0.285956,-0.019126,-1.107099,1.529001,-0.058269,-0.839568,-0.711583,-1.580057,-0.835164,-2.175953,1.151733,0.539017,-0.852571,-1.200871,-1.55741,-0.262697,-0.546424,0.461155,-0.74602,good
-3.349137,2.192472,-0.640494,-2.789134,1.519902,-0.505281,0.594221,0.825818,-1.165029,-0.525821,-0.547022,0.535013,-1.403955,-2.856552,1.182978,0.899845,0.071945,0.118199,0.758743,0.509835,-2.074349,0.606558,-0.904189,-0.946286,1.481214,-0.642073,-0.472079,0.739271,0.28641,1.849092,2.615126,1.654341,-0.954816,-0.170116,-1.357295,0.569251,-0.681993,-0.377387,-1.121593,1.986799,2.468638,-1.558257,good
0.851446,-1.954574,-3.259368,2.106552,0.434415,-0.575316,0.690514,2.115439,-0.641258,-1.585924,-1.37412,0.966118,0.606389,-0.002654,1.456215,0.960418,-0.881093,-1.898918,0.820403,0.805941,0.905601,0.570043,-0.296324,-0.933233,0.972627,-0.825023,-0.497551,-0.591159,-0.995564,-0.205719,0.005126,-0.222902,-0.064356,0.210667,-0.330038,-0.128911,-0.041743,-0.593817,-0.708707,-1.228624,-0.385327,0.773967,good
-0.189215,1.988959,-1.544756,-0.532075,0.243458,1.777937,0.167593,0.951429,-0.085666,-0.412175,1.25571,-0.56986,0.370405,-0.305601,0.065864,-0.509879,2.431437,0.702457,1.620589,-1.716917,2.386448,-1.450845,-1.536036,2.727918,-0.171307,0.968899,-0.825143,0.207367,0.942495,-0.559624,-0.018919,-0.001778,-0.424277,-0.418278,-0.590416,1.105925,-0.339443,1.249968,0.261538,-0.147067,-0.585743,0.664052,good
0.637573,-0.962668,1.3629,1.567119,3.762431,-0.99592,-3.884067,0.398417,-2.182936,0.739092,-0.414251,-3.334553,1.875567,0.351049,-0.975789,1.627719,-0.282636,-1.225561,1.318712,-0.314462,-0.440268,0.938069,3.377109,0.44407,0.581554,0.34971,1.37326,-0.339838,-0.569654,-0.006786,1.214835,-1.200733,0.609107,-0.183326,0.483716,-0.500772,-1.089526,0.590521,0.782743,-0.094946,-1.307052,-0.685602,good
-3.895911,-0.296804,-0.005773,-0.046111,-0.672289,-1.165261,2.173384,0.806879,1.04906,0.308156,-2.541709,-2.852264,0.725941,0.432869,1.330019,-0.173571,-0.243745,0.434994,-1.2159,-2.209328,-0.913477,0.961574,-0.622882,-1.1659,-2.022993,2.107161,0.418151,-0.902141,1.553522,1.307981,-0.307149,-0.016821,-1.485379,-0.481667,-0.324943,-0.495526,-0.54755,-1.371366,0.328557,1.11418,-0.271851,0.370257,bad
1.209234,-1.13263,0.266691,0.47434,0.140396,-2.414389,-0.564949,-0.346456,0.20139,1.218541,1.742807,1.52596,0.095253,0.621159,-0.25725,-0.077141,1.082631,0.843114,-1.955508,0.833908,-0.438976,0.624229,-2.385882,-1.821904,-0.825931,-0.741852,0.832725,1.506449,0.146336,0.008044,0.634086,-0.555572,0.310648,-0.640007,1.100134,1.883648,-0.586382,1.351159,-0.347471,-0.780044,-1.860453,0.499087,bad
-1.177757,-0.420954,0.848298,-2.088576,-0.573723,0.24014,3.965288,-2.021143,-2.023043,-0.625137,0.326924,-0.363493,1.151122,-1.524825,-1.345153,-0.008878,0.11468,-0.011132,0.922813,-0.135977,0.386334,-0.101547,-1.329418,-0.048504,0.00544,0.572899,-0.60421,-0.641805,-1.006577,-0.41561,1.33467,0.557873,-0.481379,2.102342,2.185944,-1.172103,-0.255959,0.67401,1.006459,0.39127,0.009088,-0.188071,bad
-1.600273,0.867369,-0.823351,2.74692,-0.023652,0.793901,0.939942,1.368322,-0.760825,-2.833598,0.304069,0.303505,-1.952868,-0.493881,-0.426523,0.836816,-0.493096,-1.199728,-0.930853,-0.371668,0.218224,-1.04192,0.532658,0.486075,0.216978,0.680362,-0.714888,0.174753,-0.578021,0.926048,-0.103546,0.090521,0.50498,0.343328,0.50892,-1.290913,-0.224677,1.209331,0.368919,0.483085,-0.234338,0.791296,good
1.234265,1.789929,-0.651783,1.170287,0.786212,0.357852,0.864925,1.808011,0.371745,1.289541,-0.56403,-1.406686,-0.674349,1.661716,0.376893,-2.967946,-0.202389,2.057957,0.058027,0.439653,-0.423106,0.388378,-0.063256,-0.231175,0.237616,-1.711237,-0.43114,1.418015,-0.352668,0.760084,1.312694,-1.113795,1.754314,0.097344,1.069659,0.525402,-0.364245,-1.83405,1.710529,0.22348,0.671145,-0.295902,bad
-1.673526,-1.087961,-1.355196,-1.222036,1.800423,0.100335,2.102297,3.943877,0.104095,-0.898732,-3.489159,1.838457,0.76725,-0.434261,0.414487,-1.532973,-1.0839,0.007951,0.40964,-0.041458,0.787132,0.529786,-1.100322,-2.126803,-0.400328,-0.460772,0.939788,2.264525,-0.88751,-0.064909,0.023013,-0.806917,-1.911779,-0.153874,0.153594,-0.451147,-1.315866,-1.479866,0.664655,1.340148,-0.799806,-0.786167,bad
2.2514,-2.107984,-2.328175,1.966904,-0.238009,-0.74959,1.229726,-0.142809,-0.484694,-0.606135,-0.71189,-1.639709,1.178766,-0.082586,-1.744839,0.947642,-1.493746,0.962701,1.75554,2.518408,-2.04806,-0.412914,0.009105,-0.648495,-1.717271,-1.804752,-5.522632,2.495765,-0.673921,-0.905478,-2.707093,0.248371,-1.9579,0.262087,-2.155285,1.216473,0.19076,1.492764,0.091312,1.515489,1.571409,0.859309,bad
1.625966,-3.162054,-0.41885,1.063225,1.312561,1.04707,0.635847,-0.314476,0.159915,-1.479365,-1.13857,2.66575,1.256089,-0.73433,-1.072907,-1.122332,0.4441,-0.678673,1.627698,-0.843067,-0.480844,-0.498736,-0.098841,0.014262,0.982674,1.569728,0.293495,0.693709,0.077639,0.328123,-0.554675,-0.517856,-0.20661,0.521764,-0.040137,0.634205,-0.377201,1.044425,0.017347,0.000753,-0.07636,0.756695,good
2.013903,0.764152,2.903075,-0.720038,-2.886587,1.750508,-0.533877,1.92515,-0.747931,1.922517,1.828833,0.733821,-0.490577,0.91786,0.817423,0.442893,-0.558808,-0.591733,0.746217,-0.615279,1.289112,-0.90233,0.255147,-0.671744,-1.399125,-0.808263,-1.325916,-1.146469,-0.380418,0.649126,0.340054,0.802671,0.536192,-0.013849,-0.572925,0.279444,-1.292711,-0.865278,-0.097113,-0.709818,-1.231543,0.255888,good
-0.24255,-3.87757,-0.689524,1.819785,2.553141,-1.943841,-2.175449,2.448025,-1.434975,1.820962,0.08967,-2.798334,2.134635,0.921701,-2.81488,0.781136,-1.367193,-3.384072,0.329433,-2.418667,-0.063366,-1.347615,1.083639,-0.903757,-0.865611,1.739622,0.77787,-0.222462,2.15135,-0.18427,1.540556,-0.846115,0.156437,-0.203172,-1.039146,0.120443,-0.327228,-0.620607,-0.123781,1.141807,-0.058428,-0.217093,good
0.786158,2.326722,0.464451,-1.442942,1.601907,-1.006118,-0.557487,1.838417,3.647009,0.231723,-1.160002,0.020802,-1.185788,0.242248,-1.441895,-1.384652,1.201827,-0.68422,-0.752477,0.422484,-1.496397,0.377513,1.393991,-0.832864,0.271699,-0.434417,0.126602,0.647341,-1.781221,-1.103433,0.873865,-0.173247,-0.317118,0.549475,0.890265,1.220172,-0.146518,-0.463267,-0.120796,-0.351638,-0.772949,2.161822,good
1.569127,-0.392666,1.769787,-2.700154,1.320248,-2.075348,0.295276,-1.624457,0.871562,0.393835,0.653129,0.602235,0.070015,1.208818,0.6014,-0.200405,1.41365,-1.246661,0.16938,2.094234,1.931731,0.350892,-0.265596,0.043824,-1.344174,0.585749,-0.390322,-1.330808,-0.419814,2.397562,-1.239256,-1.675186,0.351255,-0.481701,-1.58739,-0.954842,-0.614904,-1.105311,-0.025179,-0.270248,0.068014,0.081924,bad
-2.587878,-1.21462,-0.098645,2.725586,-1.613788,-2.393641,0.794656,-0.343439,1.774349,1.480047,0.985775,-1.78563,-1.135765,1.508655,0.061123,-1.537028,-1.665136,1.288326,0.309978,-0.018109,0.318176,-0.588632,0.034527,1.344217,1.809117,-0.163768,-1.525124,0.356443,0.417114,1.634468,0.648082,-1.107285,0.556585,0.807014,-0.900079,0.257335,0.601364,-0.152451,0.103277,-1.244612,-0.760409,-0.158459,good
0.700935,-1.620701,0.336906,-0.502086,1.921276,0.62359,-2.917704,-2.441563,-1.764028,-0.08297,0.579669,-3.074371,2.830237,1.039117,-2.787095,0.740318,-0.462906,-2.693762,0.572315,-0.587293,0.858331,-0.347615,0.102805,0.869964,0.676515,0.551688,0.067865,1.158353,-0.111634,0.327906,2.967428,0.06515,-0.769513,0.947722,0.051703,1.142933,-2.108389,-0.129136,0.668908,0.479249,0.194905,0.203649,bad
0.369625,1.345095,-0.686587,0.943092,-1.382439,-1.656231,-0.566554,0.118029,1.129052,-0.936431,-0.784539,-1.350151,0.034787,-0.01531,-0.009972,0.484343,-0.539356,0.651559,0.497102,2.021544,-0.150946,0.646565,0.421374,0.743412,-0.378905,1.207519,-0.221485,-0.214199,-0.567405,1.285374,0.130312,0.441233,-0.273895,0.037038,0.486857,-1.128591,-0.943232,-0.79364,0.69225,-0.453298,-0.360606,-0.827996,good
-7.391946,-0.579517,0.325284,-0.035608,-0.011046,-1.537081,0.191536,1.052723,-0.692929,-0.667209,-1.003753,0.00489,-0.742472,-0.431009,2.561867,0.696625,-0.458352,0.794896,-0.17041,0.544212,-0.908598,0.764161,-0.087442,-0.267246,-0.832942,1.861703,0.530733,0.025868,0.36987,1.759197,-0.338563,0.325695,-1.24664,0.145837,0.307995,-0.723747,-0.662933,0.59489,1.341891,1.975346,-0.507782,0.315605,good
-7.658328,-4.058397,0.566114,-3.570421,0.776974,-1.761876,0.744005,3.094656,-2.319976,1.483801,0.126068,-0.502379,-1.296829,-1.585599,0.326923,-2.310173,-0.027472,2.385485,-0.027578,0.327196,-1.136197,0.783052,-1.929016,-0.739172,-1.276178,1.750289,-0.075297,1.3005,0.29609,-3.128342,-1.796419,0.655652,3.582916,1.156862,1.898662,-2.766962,-3.187915,0.212629,-0.9406,-0.568235,1.26057,0.407409,bad
-4.249844,-4.522792,-1.089119,0.755009,1.149658,-0.456064,-3.190442,-0.022829,-0.723703,1.33626,-0.657936,0.308303,-0.664903,1.283073,0.347083,0.635473,-0.134859,0.595929,0.964886,-1.096121,1.354483,0.140894,0.425103,-0.169842,-0.683958,-0.214312,1.090612,-0.094322,-1.146277,-0.444975,-0.354892,-0.55967,-0.3369,0.429372,-0.404764,0.493077,0.904362,-0.485817,-0.461283,-0.236263,-0.105423,-0.858859,bad
1.497318,0.371709,-0.541183,0.697912,0.242444,2.035515,0.474755,-0.361421,-1.31266,0.552435,0.053242,0.747883,1.987501,-0.127136,0.171477,-0.541475,-0.322414,0.660884,1.678405,-0.66803,-0.68269,-0.704666,-0.155648,-0.996173,0.601989,1.070015,0.94309,0.471654,-0.115316,-0.88309,-0.344267,-0.604013,0.891293,0.16548,-0.246087,0.415042,1.331609,0.630162,-0.698055,-0.405488,-0.46655,1.046081,good
0.71465,0.516776,-0.006151,0.000629,0.28673,3.065037,0.263976,-1.087442,-0.074924,-0.31023,0.18653,-0.731269,-1.496314,0.656491,-0.798976,1.528789,-0.340601,2.09361,-1.748656,-0.474664,0.207548,-0.54554,-1.378252,-0.67749,0.073,0.615287,0.318408,0.804544,0.508009,0.348026,-0.041453,-0.876662,-0.513652,-0.28074,1.827058,0.501998,-0.586211,1.380386,-0.101197,0.330146,-0.166028,-0.835017,good
2.119282,0.387402,-0.617801,0.733752,-0.666675,-0.854345,-0.610782,-0.431165,-0.846967,1.903483,0.187832,0.944964,-0.639721,0.665007,0.951768,2.430132,0.988064,-0.150443,-1.192945,0.251842,-0.57149,1.248725,-0.279315,-0.475417,0.011538,-0.055572,0.047131,-0.255261,0.003453,-0.175233,0.05625,-0.889335,1.129219,-0.364939,1.199482,-0.49116,-0.600101,1.158192,0.328106,-0.764387,-1.680178,-1.10315,good
0.47908,1.55614,0.418953,-1.965731,0.591923,-0.785802,2.140884,2.60543,0.348465,1.646789,0.288156,-0.82672,-0.984862,-0.142959,-0.301363,2.82987,-0.841714,1.557846,-0.710733,0.591948,-0.202514,-0.266355,-0.725846,1.084265,0.708034,1.008147,-0.932514,1.505345,-0.651863,1.593844,0.549274,-1.113239,-1.081641,0.105683,1.394147,0.635381,0.123178,-0.701287,-1.814508,-0.105241,0.131246,-0.93031,good
-2.179015,3.316507,-1.414316,0.875992,-0.659505,0.517918,-0.145124,0.954484,-0.395192,-1.837803,-0.417412,0.923357,1.756154,0.735237,0.387161,0.842681,-0.175883,-0.046145,1.741207,-0.079149,0.504632,-0.452948,-0.705564,-0.060924,0.929,-0.931312,-0.728508,0.174977,-0.627105,0.19823,-0.262245,0.197141,0.217624,-0.488618,0.207615,0.83059,-0.025605,-0.108168,-1.261554,-1.62793,-0.023969,-1.86989,good
1.228778,2.744511,0.251001,0.887057,1.07283,0.325279,-0.162834,1.10823,-0.157717,1.385971,0.408699,-1.043591,1.849841,-0.195623,0.598398,1.681282,1.752321,1.162319,-1.866842,-1.356088,-1.652977,-2.744663,-1.179517,-0.138274,-0.504154,0.2615,0.401314,-0.795009,2.077373,1.394351,-2.774811,-0.376102,-0.442304,-1.38626,2.272079,1.293524,-0.536197,-1.346742,0.223951,-1.329114,1.14363,-0.607423,bad
0.203258,-0.374308,1.950697,2.377534,0.377784,-2.945851,-0.21459,0.651559,2.982278,-2.030554,-2.823964,-0.53822,1.813461,-0.498049,-0.046348,-0.689554,0.288981,-0.9253,-2.515115,-1.086862,-0.050293,0.48056,-0.157635,0.122828,-1.306086,-0.181707,-0.321642,-1.033424,2.759733,0.221194,-0.377695,0.803256,0.786177,2.124306,-1.704374,0.717377,0.620392,-0.390776,-1.358623,1.17724,0.378461,-0.996647,good
0.150327,-0.278722,-1.284526,-1.650932,1.654484,-2.46869,0.410636,0.408269,-2.110237,-1.356084,-1.855676,-0.045612,2.378693,-0.930161,0.989815,-0.601289,0.737365,0.821512,-0.10609,-2.548452,-1.096487,1.217554,1.213014,-0.493234,-0.694853,1.199547,0.587666,-0.811648,1.777495,0.879865,-0.882723,0.281706,-0.682469,-0.243591,-0.08454,1.083085,1.004628,-1.120551,0.568112,-0.069239,1.21925,0.757152,good
1.813549,-0.357586,-1.234622,0.43353,0.100401,-1.236959,-0.263958,0.437726,0.40501,-1.100302,1.596281,-1.775669,-0.547886,0.405661,0.299819,-0.433462,-1.881902,1.944623,-0.038441,1.220252,0.799672,-0.106049,0.762113,0.549179,-0.237947,1.003807,0.215721,-0.425184,-0.129777,0.663452,-0.250525,0.530206,-0.851857,-0.186363,-0.280322,-0.554489,0.815539,-0.380132,-1.066156,-0.513477,1.131657,-0.505875,bad
1.574015,-0.968908,-2.433851,1.904691,0.578746,-0.217153,1.023418,2.127116,-0.033998,-1.064768,-0.870298,0.117509,2.116744,-0.623669,0.536969,-0.348589,2.550653,0.764333,1.393991,0.075395,1.024406,0.365773,0.605423,1.994289,0.523169,0.40965,0.927844,-0.483257,1.460149,-1.099138,-0.076581,0.207048,-0.775364,-0.689212,-1.832637,-0.556249,-0.762863,1.021044,0.655596,-0.183008,0.710471,1.256648,good
